data,municipio,estado,bioma,avg_numero_dias_sem_chuva,avg_precipitacao,avg_risco_fogo,avg_frp
2024-04-07,SÃO JOÃO DO IVAÍ,PARANÁ,Mata Atlântica,11.0,34.0,100.0,5.0
2024-04-07,DIAMANTE DO NORTE,PARANÁ,Mata Atlântica,3.29,190.0,100.0,68.07
2024-04-07,CASCAVEL,PARANÁ,Mata Atlântica,0.0,2045.0,0.0,6.0
2024-04-07,CAMPO MOURÃO,PARANÁ,Mata Atlântica,2.0,20.0,100.0,28.67
2024-04-07,QUERÊNCIA DO NORTE,PARANÁ,Mata Atlântica,6.0,130.0,98.0,15.0
2024-04-07,TERRA ROXA,PARANÁ,Mata Atlântica,6.0,516.0,78.0,9.0
2024-04-07,JACAREZINHO,PARANÁ,Mata Atlântica,5.0,52.4,100.0,12.4
2024-04-07,TAMARANA,PARANÁ,Mata Atlântica,17.0,0.0,30.0,45.0
2024-04-07,CAMPOS NOVOS,SANTA CATARINA,Mata Atlântica,2.0,1469.33,1.67,27.67
2024-04-07,PAINEL,SANTA CATARINA,Mata Atlântica,1.0,1364.0,2.0,13.83
2024-04-07,BOM JESUS,RIO GRANDE DO SUL,Mata Atlântica,2.0,2330.4,0.0,36.0
2024-04-07,PONTA PORÃ,MATO GROSSO DO SUL,Cerrado,0.29,1096.43,8.0,12.14
2024-04-07,IGUATEMI,MATO GROSSO DO SUL,Mata Atlântica,3.0,1068.0,27.0,10.0
2024-04-07,PARANHOS,MATO GROSSO DO SUL,Mata Atlântica,2.0,1110.5,7.5,12.0
2024-04-07,RIO VERDE DE MATO GROSSO,MATO GROSSO DO SUL,Pantanal,4.0,69.67,26.0,15.33
2024-04-07,ITAQUIRAÍ,MATO GROSSO DO SUL,Mata Atlântica,7.0,100.5,79.5,11.5
2024-04-07,SONORA,MATO GROSSO DO SUL,Cerrado,0.0,234.0,0.0,99.0
2024-04-07,CORONEL SAPUCAIA,MATO GROSSO DO SUL,Mata Atlântica,5.0,1956.83,4.83,48.33
2024-04-07,TRÊS LAGOAS,MATO GROSSO DO SUL,Mata Atlântica,3.0,711.0,0.0,18.0
2024-04-07,LAGUNA CARAPÃ,MATO GROSSO DO SUL,Mata Atlântica,4.0,1558.69,2.75,86.56
2024-04-07,CORUMBÁ,MATO GROSSO DO SUL,Pantanal,2.0,2554.0,0.0,16.5
2024-04-07,BONITO,MATO GROSSO DO SUL,Cerrado,3.82,1815.82,0.27,27.09
2024-04-07,PARANAÍBA,MATO GROSSO DO SUL,Cerrado,4.0,509.0,10.0,7.0
2024-04-07,CAMPINÁPOLIS,MATO GROSSO,Cerrado,0.0,10.0,0.0,91.0
2024-04-07,BOM JESUS DO ARAGUAIA,MATO GROSSO,Amazônia,0.0,0.0,2.0,84.0
2024-04-07,SANTA CRUZ DO XINGU,MATO GROSSO,Amazônia,0.0,133.5,0.5,61.0
2024-04-07,CUIABÁ,MATO GROSSO,Cerrado,0.0,92.33,0.0,43.0
2024-04-07,NOVA UBIRATÃ,MATO GROSSO,Cerrado,0.0,2192.0,0.0,140.0
2024-04-07,POXORÉU,MATO GROSSO,Cerrado,2.0,1.0,1.0,121.0
2024-04-07,ALTO BOA VISTA,MATO GROSSO,Cerrado,2.0,10.0,1.0,58.0
2024-04-07,POCONÉ,MATO GROSSO,Pantanal,0.8,139.5,6.6,86.9
2024-04-07,PRIMAVERA DO LESTE,MATO GROSSO,Cerrado,1.0,35.5,2.5,144.0
2024-04-07,CANABRAVA DO NORTE,MATO GROSSO,Amazônia,1.67,0.0,1.67,88.67
2024-04-07,NOVO SÃO JOAQUIM,MATO GROSSO,Cerrado,1.0,155.5,0.5,164.25
2024-04-07,CANARANA,MATO GROSSO,Amazônia,0.0,281.5,0.0,76.5
2024-04-07,CANARANA,MATO GROSSO,Cerrado,0.0,636.0,0.0,99.0
2024-04-07,QUERÊNCIA,MATO GROSSO,Amazônia,0.76,91.41,0.47,108.12
2024-04-07,PORTO ESPERIDIÃO,MATO GROSSO,Amazônia,2.0,0.0,100.0,32.0
2024-04-07,DIAMANTINO,MATO GROSSO,Cerrado,0.0,10.0,2.0,150.0
2024-04-07,DIAMANTINO,MATO GROSSO,Amazônia,1.0,84.0,8.5,183.0
2024-04-07,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,Amazônia,1.15,12.38,0.77,90.77
2024-04-07,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,Cerrado,0.5,96.0,1.0,104.5
2024-04-07,SÃO JOSÉ DO XINGU,MATO GROSSO,Amazônia,1.0,8.67,1.5,89.17
2024-04-07,SAPEZAL,MATO GROSSO,Cerrado,1.0,197.0,0.0,11.0
2024-04-07,CÁCERES,MATO GROSSO,Pantanal,0.0,0.0,2.79,94.47
2024-04-07,ÁGUA BOA,MATO GROSSO,Cerrado,1.0,0.0,1.0,76.0
2024-04-07,SERRA NOVA DOURADA,MATO GROSSO,Cerrado,2.0,20.0,0.0,69.0
2024-04-07,COMODORO,MATO GROSSO,Amazônia,0.0,1527.0,0.0,80.0
2024-04-07,ALTA FLORESTA,MATO GROSSO,Amazônia,1.0,82.0,1.0,154.0
2024-04-07,ITIQUIRA,MATO GROSSO,Cerrado,0.0,0.0,1.0,132.0
2024-04-07,ITIQUIRA,MATO GROSSO,Pantanal,4.0,0.0,18.0,151.0
2024-04-07,BARRA DO GARÇAS,MATO GROSSO,Cerrado,1.0,20.0,0.0,135.0
2024-04-07,RIBEIRÃO CASCALHEIRA,MATO GROSSO,Amazônia,0.33,46.5,1.17,198.5
2024-04-07,RIBEIRÃO CASCALHEIRA,MATO GROSSO,Cerrado,0.0,114.0,1.0,104.0
2024-04-07,TORIXORÉU,MATO GROSSO,Cerrado,0.0,10.0,5.0,112.0
2024-04-07,TANGARÁ DA SERRA,MATO GROSSO,Amazônia,0.0,20.0,4.0,294.0
2024-04-07,CONFRESA,MATO GROSSO,Amazônia,0.67,32.0,0.67,71.0
2024-04-07,PETROLINA DE GOIÁS,GOIÁS,Cerrado,0.0,1144.0,0.0,10.0
2024-04-07,EDÉIA,GOIÁS,Cerrado,1.0,160.0,2.0,101.0
2024-04-07,TURVELÂNDIA,GOIÁS,Cerrado,2.0,699.5,0.0,68.0
2024-04-07,CRISTALINA,GOIÁS,Cerrado,2.0,0.0,7.0,24.0
2024-04-08,ESPIGÃO D'OESTE,RONDÔNIA,Amazônia,1.0,0.0,0.0,8.0
2024-04-08,JI-PARANÁ,RONDÔNIA,Amazônia,0.0,30.0,0.0,6.0
2024-04-08,RODRIGUES ALVES,ACRE,Amazônia,2.0,703.0,0.0,81.0
2024-04-08,SÃO GABRIEL DA CACHOEIRA,AMAZONAS,Amazônia,0.0,0.0,0.0,42.0
2024-04-08,BARREIRINHA,AMAZONAS,Amazônia,0.0,586.0,0.0,95.0
2024-04-08,IPIXUNA,AMAZONAS,Amazônia,0.0,715.0,0.0,53.0
2024-04-08,SÃO PAULO DE OLIVENÇA,AMAZONAS,Amazônia,1.0,10.0,0.0,34.0
2024-04-08,MAUÉS,AMAZONAS,Amazônia,0.0,1554.0,0.0,76.0
2024-04-08,ITACOATIARA,AMAZONAS,Amazônia,0.0,567.0,0.0,88.0
2024-04-08,CAREIRO DA VÁRZEA,AMAZONAS,Amazônia,2.67,27.33,0.0,71.5
2024-04-08,MANACAPURU,AMAZONAS,Amazônia,1.0,13.0,0.0,35.0
2024-04-08,ITAPIRANGA,AMAZONAS,Amazônia,1.0,30.0,0.0,22.0
2024-04-08,SÃO LUIZ,RORAIMA,Amazônia,2.0,0.0,23.33,87.0
2024-04-08,BOA VISTA,RORAIMA,Amazônia,2.83,0.0,83.08,67.58
2024-04-08,NORMANDIA,RORAIMA,Amazônia,3.0,0.0,100.0,45.31
2024-04-08,BONFIM,RORAIMA,Amazônia,2.48,0.0,49.43,74.61
2024-04-08,CANTÁ,RORAIMA,Amazônia,2.25,0.0,47.9,228.62
2024-04-08,UIRAMUTÃ,RORAIMA,Amazônia,2.69,0.0,95.92,46.77
2024-04-08,PACARAIMA,RORAIMA,Amazônia,3.0,0.0,45.79,520.26
2024-04-08,CARACARAÍ,RORAIMA,Amazônia,2.71,0.0,34.11,428.16
2024-04-08,RORAINÓPOLIS,RORAIMA,Amazônia,2.79,0.0,7.28,504.21
2024-04-08,CAROEBE,RORAIMA,Amazônia,2.05,0.0,1.53,200.37
2024-04-08,SÃO JOÃO DA BALIZA,RORAIMA,Amazônia,2.4,0.0,7.2,54.4
2024-04-08,IRACEMA,RORAIMA,Amazônia,3.0,0.0,52.29,246.58
2024-04-08,AMAJARI,RORAIMA,Amazônia,3.0,0.0,54.95,107.17
2024-04-08,ALTO ALEGRE,RORAIMA,Amazônia,3.0,0.0,84.18,85.15
2024-04-08,MUCAJAÍ,RORAIMA,Amazônia,2.96,0.0,91.42,182.46
2024-04-08,PARAUAPEBAS,PARÁ,Amazônia,0.0,309.0,0.0,4.0
2024-04-08,ORIXIMINÁ,PARÁ,Amazônia,2.0,0.0,100.0,56.0
2024-04-08,SANTANA DO ARAGUAIA,PARÁ,Amazônia,0.0,10.0,0.0,13.0
2024-04-08,JURUTI,PARÁ,Amazônia,1.0,353.0,0.0,36.0
2024-04-08,BARRA DO OURO,TOCANTINS,Cerrado,0.0,234.0,0.0,78.0
2024-04-08,PORTO NACIONAL,TOCANTINS,Cerrado,0.0,54.7,0.0,53.3
2024-04-08,BALSAS,MARANHÃO,Cerrado,0.0,0.0,0.0,434.0
2024-04-08,ESTREITO,MARANHÃO,Cerrado,0.0,781.0,0.0,182.0
2024-04-08,PICOS,PIAUÍ,Caatinga,2.0,0.0,0.0,15.0
2024-04-08,BOM JESUS,PIAUÍ,Cerrado,0.0,1.67,2.17,115.0
2024-04-08,BAIXA GRANDE DO RIBEIRO,PIAUÍ,Cerrado,1.33,0.0,0.0,151.67
2024-04-08,SEBASTIÃO LEAL,PIAUÍ,Cerrado,1.98,0.0,0.0,432.37
2024-04-08,SANTO ANTÔNIO DE LISBOA,PIAUÍ,Caatinga,1.0,0.0,1.0,134.0
2024-04-08,URUÇUÍ,PIAUÍ,Cerrado,1.0,0.0,0.0,281.0
2024-04-08,SANTA FILOMENA,PIAUÍ,Cerrado,0.0,110.0,1.0,349.0
2024-04-08,IGUATU,CEARÁ,Caatinga,2.0,3.83,1.0,131.33
2024-04-08,APODI,RIO GRANDE DO NORTE,Caatinga,0.0,503.0,0.0,41.0
2024-04-08,UMBUZEIRO,PARAÍBA,Caatinga,0.0,64.0,0.0,75.0
2024-04-08,BOQUEIRÃO,PARAÍBA,Caatinga,0.0,193.0,0.0,56.0
2024-04-08,MONTEIRO,PARAÍBA,Caatinga,3.0,0.0,0.0,39.0
2024-04-08,CONDE,PARAÍBA,Mata Atlântica,0.0,1359.0,0.0,54.0
2024-04-08,GURINHÉM,PARAÍBA,Caatinga,2.0,1396.0,0.0,29.0
2024-04-08,BREJO DOS SANTOS,PARAÍBA,Caatinga,0.0,110.0,0.0,52.0
2024-04-08,CORTÊS,PERNAMBUCO,Mata Atlântica,3.0,0.0,11.0,48.0
2024-04-08,LIMOEIRO,PERNAMBUCO,Caatinga,1.0,356.0,2.0,22.0
2024-04-08,IBIMIRIM,PERNAMBUCO,Caatinga,3.5,0.0,1.5,34.5
2024-04-08,GLÓRIA DO GOITÁ,PERNAMBUCO,Mata Atlântica,2.0,90.0,8.0,29.0
2024-04-08,CAPOEIRAS,PERNAMBUCO,Caatinga,4.0,0.0,1.0,25.0
2024-04-08,PANELAS,PERNAMBUCO,Mata Atlântica,4.0,0.0,6.5,327.0
2024-04-08,SAIRÉ,PERNAMBUCO,Mata Atlântica,3.0,0.0,7.0,41.0
2024-04-08,FLORES,PERNAMBUCO,Caatinga,3.0,0.0,0.0,25.5
2024-04-08,CALÇADO,PERNAMBUCO,Mata Atlântica,4.0,0.0,6.0,29.0
2024-04-08,BARRA DE GUABIRABA,PERNAMBUCO,Mata Atlântica,3.0,0.0,13.0,53.0
2024-04-08,VITÓRIA DE SANTO ANTÃO,PERNAMBUCO,Mata Atlântica,2.0,90.0,43.0,25.5
2024-04-08,FEIRA NOVA,PERNAMBUCO,Mata Atlântica,2.0,490.0,10.0,41.0
2024-04-08,RIBEIRÃO,PERNAMBUCO,Mata Atlântica,3.0,134.0,7.0,18.0
2024-04-08,SÃO CAITANO,PERNAMBUCO,Caatinga,4.0,0.0,0.0,34.0
2024-04-08,BOM CONSELHO,PERNAMBUCO,Caatinga,4.0,0.0,2.33,55.33
2024-04-08,PEDRA,PERNAMBUCO,Caatinga,4.0,0.0,1.0,25.0
2024-04-08,JUCATI,PERNAMBUCO,Mata Atlântica,4.0,0.0,5.0,97.0
2024-04-08,OROCÓ,PERNAMBUCO,Caatinga,4.0,0.0,3.6,69.0
2024-04-08,ITAÍBA,PERNAMBUCO,Caatinga,4.0,10.0,2.0,41.0
2024-04-08,CABO DE SANTO AGOSTINHO,PERNAMBUCO,Mata Atlântica,3.0,30.0,4.0,22.0
2024-04-08,RECIFE,PERNAMBUCO,Mata Atlântica,0.0,305.0,0.0,14.0
2024-04-08,PETROLINA,PERNAMBUCO,Caatinga,2.0,0.0,0.0,82.0
2024-04-08,LAJEDO,PERNAMBUCO,Mata Atlântica,3.0,0.0,7.0,49.0
2024-04-08,BREJÃO,PERNAMBUCO,Caatinga,4.0,0.0,9.0,66.0
2024-04-08,IATI,PERNAMBUCO,Caatinga,4.0,0.0,1.0,110.0
2024-04-08,PAUDALHO,PERNAMBUCO,Mata Atlântica,0.0,590.0,5.0,45.0
2024-04-08,GARANHUNS,PERNAMBUCO,Caatinga,4.0,0.0,8.0,58.5
2024-04-08,TACAIMBÓ,PERNAMBUCO,Caatinga,4.0,0.0,0.0,18.0
2024-04-08,SANHARÓ,PERNAMBUCO,Caatinga,3.0,0.0,0.0,28.0
2024-04-08,ITAQUITINGA,PERNAMBUCO,Mata Atlântica,2.0,994.0,1.0,74.0
2024-04-08,CAETÉS,PERNAMBUCO,Mata Atlântica,4.0,0.0,2.0,30.0
2024-04-08,AMARAJI,PERNAMBUCO,Mata Atlântica,3.0,24.0,12.0,31.0
2024-04-08,PESQUEIRA,PERNAMBUCO,Caatinga,4.0,0.0,0.0,27.0
2024-04-08,BELO JARDIM,PERNAMBUCO,Caatinga,4.0,0.0,0.0,125.2
2024-04-08,EXU,PERNAMBUCO,Caatinga,3.0,0.0,0.0,150.2
2024-04-08,TUPANATINGA,PERNAMBUCO,Caatinga,4.0,0.0,2.0,63.5
2024-04-08,IGACI,ALAGOAS,Caatinga,0.0,0.0,8.0,25.0
2024-04-08,BELÉM,ALAGOAS,Mata Atlântica,4.0,0.0,27.5,51.0
2024-04-08,PENEDO,ALAGOAS,Mata Atlântica,1.0,0.0,0.0,83.33
2024-04-08,MAJOR ISIDORO,ALAGOAS,Caatinga,4.0,0.0,1.0,25.0
2024-04-08,CANAPI,ALAGOAS,Caatinga,3.0,98.0,3.0,51.0
2024-04-08,SANTANA DO IPANEMA,ALAGOAS,Caatinga,4.0,0.0,1.0,26.0
2024-04-08,GIRAU DO PONCIANO,ALAGOAS,Caatinga,2.0,0.0,12.5,89.0
2024-04-08,UNIÃO DOS PALMARES,ALAGOAS,Mata Atlântica,3.0,0.0,5.5,43.5
2024-04-08,MARECHAL DEODORO,ALAGOAS,Mata Atlântica,0.0,0.0,35.0,19.0
2024-04-08,CAMPO ALEGRE,ALAGOAS,Mata Atlântica,3.0,0.0,5.0,1450.25
2024-04-08,IGREJA NOVA,ALAGOAS,Mata Atlântica,0.0,0.0,76.0,49.0
2024-04-08,MARAGOGI,ALAGOAS,Mata Atlântica,0.0,20.0,7.0,16.0
2024-04-08,PALMEIRA DOS ÍNDIOS,ALAGOAS,Caatinga,4.0,0.0,22.0,73.0
2024-04-08,CACIMBINHAS,ALAGOAS,Caatinga,2.0,0.0,1.0,30.0
2024-04-08,PIRANHAS,ALAGOAS,Caatinga,0.0,0.0,6.0,46.0
2024-04-08,COITÉ DO NÓIA,ALAGOAS,Mata Atlântica,3.0,0.0,27.0,21.0
2024-04-08,TRAIPU,ALAGOAS,Caatinga,0.0,0.0,51.0,143.0
2024-04-08,ESTRELA DE ALAGOAS,ALAGOAS,Caatinga,3.0,0.0,1.0,74.5
2024-04-08,PÃO DE AÇÚCAR,ALAGOAS,Caatinga,1.0,10.0,11.0,40.0
2024-04-08,CAPELA,SERGIPE,Mata Atlântica,0.0,0.0,64.0,41.0
2024-04-08,POÇO REDONDO,SERGIPE,Caatinga,1.5,54.5,15.0,64.0
2024-04-08,GRACHO CARDOSO,SERGIPE,Mata Atlântica,3.0,0.0,91.0,53.0
2024-04-08,CEDRO DE SÃO JOÃO,SERGIPE,Mata Atlântica,3.0,0.0,49.0,61.0
2024-04-08,NOSSA SENHORA DE LOURDES,SERGIPE,Mata Atlântica,0.5,0.0,62.0,46.0
2024-04-08,GARARU,SERGIPE,Mata Atlântica,0.33,0.0,70.0,50.0
2024-04-08,MONTE ALEGRE DE SERGIPE,SERGIPE,Caatinga,2.0,18.0,56.0,33.0
2024-04-08,CAMACAN,BAHIA,Mata Atlântica,3.0,0.0,3.0,11.0
2024-04-08,JUAZEIRO,BAHIA,Caatinga,4.0,0.0,2.0,6.0
2024-04-08,MUCURI,BAHIA,Mata Atlântica,5.0,0.0,35.75,46.75
2024-04-08,ITAGUAÇU DA BAHIA,BAHIA,Caatinga,2.0,0.0,9.5,70.0
2024-04-08,SENTO SÉ,BAHIA,Caatinga,0.0,20.0,0.0,25.0
2024-04-08,BRUMADO,BAHIA,Caatinga,3.0,0.0,98.0,16.5
2024-04-08,TANHAÇU,BAHIA,Caatinga,3.0,0.0,100.0,15.0
2024-04-08,RIBEIRÃO DO LARGO,BAHIA,Mata Atlântica,3.0,0.0,9.0,52.2
2024-04-08,CASA NOVA,BAHIA,Caatinga,3.0,0.0,4.0,25.0
2024-04-08,ANTAS,BAHIA,Caatinga,1.0,42.0,22.0,25.0
2024-04-08,PALMAS DE MONTE ALTO,BAHIA,Caatinga,3.0,0.0,25.0,23.0
2024-04-08,CÍCERO DANTAS,BAHIA,Caatinga,0.0,49.67,8.0,51.0
2024-04-08,JITAÚNA,BAHIA,Mata Atlântica,3.0,20.0,9.0,37.0
2024-04-08,PRADO,BAHIA,Mata Atlântica,0.0,0.0,25.0,29.0
2024-04-08,ITARANTIM,BAHIA,Mata Atlântica,3.0,0.0,63.5,116.5
2024-04-08,IPIRÁ,BAHIA,Caatinga,2.0,0.0,21.0,50.5
2024-04-08,JEREMOABO,BAHIA,Caatinga,0.0,41.0,9.0,55.0
2024-04-08,EUCLIDES DA CUNHA,BAHIA,Caatinga,0.0,27.2,1.8,94.8
2024-04-08,ARACATU,BAHIA,Caatinga,3.0,0.0,100.0,61.0
2024-04-08,CARMÓPOLIS DE MINAS,MINAS GERAIS,Mata Atlântica,5.0,0.0,83.0,21.0
2024-04-08,PAINS,MINAS GERAIS,Cerrado,5.0,56.0,12.0,5.0
2024-04-08,BURITIZEIRO,MINAS GERAIS,Cerrado,5.0,0.0,5.0,46.5
2024-04-08,IJACI,MINAS GERAIS,Mata Atlântica,8.0,10.0,0.0,10.0
2024-04-08,LEME DO PRADO,MINAS GERAIS,Cerrado,5.0,0.0,12.0,33.0
2024-04-08,SÃO ROMÃO,MINAS GERAIS,Cerrado,3.0,96.67,13.67,56.67
2024-04-08,JOÃO PINHEIRO,MINAS GERAIS,Cerrado,1.3,47.6,6.6,373.1
2024-04-08,LASSANCE,MINAS GERAIS,Cerrado,4.0,50.0,9.0,76.0
2024-04-08,GLAUCILÂNDIA,MINAS GERAIS,Cerrado,4.0,0.0,65.5,19.0
2024-04-08,FRUTAL,MINAS GERAIS,Cerrado,4.67,803.33,1.33,62.67
2024-04-08,BARBACENA,MINAS GERAIS,Mata Atlântica,8.0,50.0,17.0,21.0
2024-04-08,JAÍBA,MINAS GERAIS,Cerrado,3.0,0.0,16.0,42.0
2024-04-08,ANDRELÂNDIA,MINAS GERAIS,Mata Atlântica,8.0,54.0,32.0,33.0
2024-04-08,SANTO ANTÔNIO DO MONTE,MINAS GERAIS,Cerrado,5.0,0.0,37.0,45.5
2024-04-08,PEDRAS DE MARIA DA CRUZ,MINAS GERAIS,Cerrado,3.0,0.0,56.0,48.0
2024-04-08,SANTO ANTÔNIO DO AMPARO,MINAS GERAIS,Mata Atlântica,6.0,10.0,18.67,31.83
2024-04-08,PIRAPORA,MINAS GERAIS,Cerrado,3.5,20.0,0.0,10.5
2024-04-08,BARROSO,MINAS GERAIS,Mata Atlântica,6.0,105.5,0.0,12.5
2024-04-08,BOM JESUS DO AMPARO,MINAS GERAIS,Cerrado,5.0,10.0,100.0,21.0
2024-04-08,OURO PRETO,MINAS GERAIS,Mata Atlântica,5.0,13.33,21.67,13.67
2024-04-08,SANTOS DUMONT,MINAS GERAIS,Mata Atlântica,9.0,72.0,85.0,34.0
2024-04-08,MALACACHETA,MINAS GERAIS,Mata Atlântica,6.0,0.0,15.0,36.0
2024-04-08,SÃO JOÃO DEL REI,MINAS GERAIS,Mata Atlântica,6.5,113.75,63.0,19.25
2024-04-08,MONTES CLAROS,MINAS GERAIS,Cerrado,2.75,0.0,30.5,18.5
2024-04-08,RIO PARDO DE MINAS,MINAS GERAIS,Cerrado,4.0,0.0,31.0,337.0
2024-04-08,RIO PARDO DE MINAS,MINAS GERAIS,Mata Atlântica,4.0,0.0,4.5,164.0
2024-04-08,GOVERNADOR VALADARES,MINAS GERAIS,Mata Atlântica,8.0,0.0,100.0,36.0
2024-04-08,PEDRA AZUL,MINAS GERAIS,Mata Atlântica,3.0,0.0,34.0,94.5
2024-04-08,FREI LAGONEGRO,MINAS GERAIS,Mata Atlântica,5.0,0.0,10.0,42.0
2024-04-08,ALFENAS,MINAS GERAIS,Mata Atlântica,4.0,320.5,0.0,76.0
2024-04-08,PORTO FIRME,MINAS GERAIS,Mata Atlântica,5.0,0.0,18.0,6.0
2024-04-08,FRANCISCO SÁ,MINAS GERAIS,Cerrado,6.0,0.0,45.0,43.0
2024-04-08,CARATINGA,MINAS GERAIS,Mata Atlântica,8.0,0.0,100.0,78.0
2024-04-08,DIVINO DAS LARANJEIRAS,MINAS GERAIS,Mata Atlântica,5.0,0.0,100.0,25.0
2024-04-08,PASSA TEMPO,MINAS GERAIS,Mata Atlântica,6.0,0.0,75.0,6.0
2024-04-08,JUIZ DE FORA,MINAS GERAIS,Mata Atlântica,6.0,69.83,0.0,9.5
2024-04-08,CÓRREGO DANTA,MINAS GERAIS,Cerrado,5.0,169.0,5.0,41.0
2024-04-08,MONTE CARMELO,MINAS GERAIS,Cerrado,2.0,79.6,39.6,46.8
2024-04-08,ÁGUA BOA,MINAS GERAIS,Mata Atlântica,6.0,0.0,52.0,23.0
2024-04-08,DIAMANTINA,MINAS GERAIS,Cerrado,6.0,0.0,35.0,34.0
2024-04-08,SANTA BÁRBARA,MINAS GERAIS,Mata Atlântica,5.0,20.0,9.0,36.0
2024-04-08,VERDELÂNDIA,MINAS GERAIS,Cerrado,3.0,0.0,27.0,46.0
2024-04-08,PAVÃO,MINAS GERAIS,Mata Atlântica,7.0,0.0,16.0,50.0
2024-04-08,SETE LAGOAS,MINAS GERAIS,Cerrado,5.0,90.0,24.0,9.33
2024-04-08,OLIVEIRA FORTES,MINAS GERAIS,Mata Atlântica,9.0,20.0,11.0,253.0
2024-04-08,BOCAIÚVA,MINAS GERAIS,Cerrado,6.0,0.0,11.0,7.0
2024-04-08,MATOZINHOS,MINAS GERAIS,Cerrado,5.0,40.0,0.0,9.0
2024-04-08,CARANDAÍ,MINAS GERAIS,Mata Atlântica,5.0,0.0,25.0,5.0
2024-04-08,TEIXEIRAS,MINAS GERAIS,Mata Atlântica,5.0,0.0,95.0,89.0
2024-04-08,DIVINO DE SÃO LOURENÇO,ESPÍRITO SANTO,Mata Atlântica,7.0,0.0,77.0,28.0
2024-04-08,JOÃO NEIVA,ESPÍRITO SANTO,Mata Atlântica,7.0,0.0,98.33,7.0
2024-04-08,CONCEIÇÃO DA BARRA,ESPÍRITO SANTO,Mata Atlântica,5.0,0.0,40.57,61.43
2024-04-08,VILA VELHA,ESPÍRITO SANTO,Mata Atlântica,0.0,0.0,0.0,35.0
2024-04-08,GUARAPARI,ESPÍRITO SANTO,Mata Atlântica,0.0,0.0,0.0,26.67
2024-04-08,ÁGUIA BRANCA,ESPÍRITO SANTO,Mata Atlântica,27.0,0.0,91.5,96.0
2024-04-08,VARGEM ALTA,ESPÍRITO SANTO,Mata Atlântica,7.0,0.0,13.0,68.0
2024-04-08,MONTANHA,ESPÍRITO SANTO,Mata Atlântica,5.0,0.0,96.0,28.0
2024-04-08,MANTENÓPOLIS,ESPÍRITO SANTO,Mata Atlântica,5.0,0.0,100.0,40.0
2024-04-08,MARATAÍZES,ESPÍRITO SANTO,Mata Atlântica,0.0,0.0,0.0,27.0
2024-04-08,RIO BANANAL,ESPÍRITO SANTO,Mata Atlântica,7.5,0.0,40.0,35.0
2024-04-08,ITABORAÍ,RIO DE JANEIRO,Mata Atlântica,10.0,10.0,100.0,45.0
2024-04-08,SEROPÉDICA,RIO DE JANEIRO,Mata Atlântica,6.0,78.5,50.0,19.5
2024-04-08,RIO DE JANEIRO,RIO DE JANEIRO,Mata Atlântica,6.0,23.0,0.0,14.33
2024-04-08,CAMPOS DOS GOYTACAZES,RIO DE JANEIRO,Mata Atlântica,4.0,0.0,83.0,52.0
2024-04-08,PORCIÚNCULA,RIO DE JANEIRO,Mata Atlântica,9.0,10.0,54.0,59.0
2024-04-08,SÃO GONÇALO,RIO DE JANEIRO,Mata Atlântica,0.0,16.67,100.0,6.67
2024-04-08,CAIEIRAS,SÃO PAULO,Mata Atlântica,5.0,805.5,1.0,7.0
2024-04-08,TAIAÇU,SÃO PAULO,Mata Atlântica,3.5,112.0,27.5,169.0
2024-04-08,SÃO PAULO,SÃO PAULO,Mata Atlântica,5.0,138.0,0.0,7.0
2024-04-08,MAUÁ,SÃO PAULO,Mata Atlântica,8.0,180.0,0.0,5.0
2024-04-08,BROTAS,SÃO PAULO,Cerrado,5.0,442.0,27.0,0.0
2024-04-08,SÃO JOAQUIM DA BARRA,SÃO PAULO,Cerrado,3.0,244.25,5.25,172.25
2024-04-08,PIRATINI,RIO GRANDE DO SUL,Pampa,0.0,0.0,1.5,71.5
2024-04-08,BATAGUASSU,MATO GROSSO DO SUL,Cerrado,0.0,31.0,100.0,129.0
2024-04-08,ACORIZAL,MATO GROSSO,Cerrado,2.0,258.0,5.0,52.0
2024-04-08,POCONÉ,MATO GROSSO,Pantanal,2.25,0.0,9.56,25.19
2024-04-08,ARIPUANÃ,MATO GROSSO,Amazônia,0.0,0.0,0.0,19.0
2024-04-08,VILA BELA DA SANTÍSSIMA TRINDADE,MATO GROSSO,Amazônia,0.0,486.0,2.0,74.0
2024-04-08,CANARANA,MATO GROSSO,Amazônia,0.86,518.43,0.57,75.29
2024-04-08,CANARANA,MATO GROSSO,Cerrado,0.0,541.0,1.0,64.0
2024-04-08,QUERÊNCIA,MATO GROSSO,Amazônia,2.0,251.0,0.0,65.5
2024-04-08,PORTO ESPERIDIÃO,MATO GROSSO,Amazônia,3.0,117.0,100.0,8.0
2024-04-08,COLNIZA,MATO GROSSO,Amazônia,0.0,0.0,0.0,18.0
2024-04-08,SAPEZAL,MATO GROSSO,Cerrado,0.67,701.5,0.83,94.67
2024-04-08,CÁCERES,MATO GROSSO,Pantanal,1.91,16.72,3.05,305.97
2024-04-08,JUÍNA,MATO GROSSO,Cerrado,0.0,0.0,0.0,82.0
2024-04-08,JATAÍ,GOIÁS,Cerrado,2.0,859.5,0.0,57.0
2024-04-08,CRISTALINA,GOIÁS,Cerrado,3.0,178.0,8.0,75.0
